id,text,created_at,lang,source,retweet_count,reply_count,like_count,quote_count,conversation_id,hashtags,urls,mentions,media,geo,place_id,referenced_tweets,sentiment_score,subjectivity,emotion
512d7615-4932-4777-952a-a66bf9a53fca,Along ground late even.,2024-01-10 01:31:32,es,Twitter for iPhone,329,196,272,37,d622c593-3bfd-431e-a86d-f0373df7e734,"['issue', 'dinner']",['https://bailey.com/'],"['ethan28', 'cunninghameric', 'john39']",['https://www.lorempixel.com/459/181'],"('40.72816', '-74.07764')",,[],-0.49,0.78,fear
814e950b-952a-42b3-841b-d3aace45e81d,Administration happy least computer three effect.,2024-04-13 11:10:20,es,Twitter Web App,411,140,546,33,2162aaf3-56e6-4fe0-b86d-293bc838e79f,"['deal', 'security', 'top']",[],['jasminemitchell'],"['https://dummyimage.com/956x88', 'https://placeimg.com/227/882/any']",,a65eab8d-2eab-42ed-b0c1-2140d85bd6af,['7fdec84e-3740-452d-bb5c-e2dec7aec0da'],0.36,0.73,disgust
d38ab978-63c3-4fc3-b839-cebe33cbe1b5,Vote actually travel response.,2024-12-06 16:01:51,es,Twitter Web App,354,6,835,59,3e20de75-26f6-41cc-aba6-f60601134cc6,['go'],[],"['timothy83', 'sarah86', 'nchapman']","['https://www.lorempixel.com/376/1017', 'https://placekitten.com/266/892']",,,[],0.71,0.4,fear
16d5ec93-8b6c-4fce-bfbb-4e357928679a,Past day action.,2024-07-27 00:58:03,de,Twitter Web App,135,186,810,6,a165dbf2-2392-4fd6-9f90-596aeb919af9,"['attack', 'bring', 'assume', 'board', 'doctor']",[],"['evanferguson', 'mia93']","['https://placeimg.com/946/250/any', 'https://placekitten.com/303/936']","('38.06084', '-97.92977')",,[],-0.29,0.41,fear
b2ca2c1b-24e9-4ca7-a4e3-0b04c5f4850d,Season common administration everyone wind method amount.,2024-07-29 07:52:22,es,Twitter for Android,312,118,939,12,c2cb0e93-4c1f-457a-85e8-bf2c4cbb2c42,['fast'],"['http://salazar-turner.com/', 'http://lucas.com/', 'https://www.morales.net/']",[],['https://placekitten.com/681/211'],"('36.61033', '-88.31476')",,[],0.44,0.75,anger
01951604-bb91-4942-91d8-880a9fe24026,Number trade five us short figure.,2024-09-02 14:45:26,de,Twitter for Android,247,181,754,22,3e4b4b91-7964-415c-bca8-b1d504234ff2,"['ever', 'arrive', 'anyone', 'feel']","['https://www.jones.com/', 'http://cook.com/']","['michael61', 'josephcollins']",[],"('39.71734', '-74.96933')",121c2414-8acf-4cf3-800c-72dbeaaadb1a,['df9f234b-0813-4a35-8704-6f42289ac8d3'],0.2,0.42,disgust
2ee7c3a7-5905-4cbf-93c8-f4ae01eb4d75,Director manage simply recent late.,2024-02-28 04:40:17,es,Twitter for iPhone,98,53,57,5,67d16c80-7858-4718-8688-b0bc97ea7750,"['interesting', 'produce', 'natural', 'management']",[],[],['https://placekitten.com/990/401'],"('37.60876', '-77.37331')",69675468-c2b0-4f45-b6ad-1815e7893538,[],-0.3,0.6,disgust
0bcddd61-b353-46ac-9939-527e0e591c70,Statement responsibility heart back year.,2024-11-03 02:04:58,fr,Twitter Web App,490,112,782,37,bcc7e6c2-e2a6-4ed8-a872-c463529ff636,"['purpose', 'girl', 'control', 'physical', 'main']","['http://www.jackson-silva.com/', 'http://schmidt.com/', 'http://www.martinez.org/']",['james18'],"['https://www.lorempixel.com/859/968', 'https://dummyimage.com/873x501']","('47.76232', '-122.2054')",,['d6d7132e-1a0c-465d-b9f7-09fcd7eaaaf4'],-0.85,0.32,sadness
ec0a1211-41ed-460b-924f-074782b47d42,During everybody for develop.,2024-06-10 10:51:48,de,Twitter Web App,126,74,970,46,005c093f-c364-4b5d-a167-1553e803dc00,"['agree', 'society', 'mission', 'offer', 'our']",['http://www.cowan.com/'],['watsonsandy'],"['https://dummyimage.com/578x288', 'https://placeimg.com/980/595/any']","('34.09668', '-117.71978')",,['369dfd4d-f4bf-4126-b470-7ab6c3f73746'],-0.11,0.36,anger
7a7725c7-54e1-4c7a-a48f-1165c1dff52d,Newspaper best church finally record.,2024-05-09 09:45:02,es,Twitter for Android,142,177,224,86,4fff0682-c5ca-4a00-9dc0-e0aceeff7130,"['value', 'style', 'important']","['http://robertson-osborne.net/', 'https://www.jones.com/', 'http://moss.org/']","['reevespaula', 'gregory35']",['https://www.lorempixel.com/783/611'],,,"['50a7e5d4-c42c-467e-a7b2-02b86188cb94', 'f4cfd548-f675-409f-8ba3-12401296f77e']",0.02,0.11,disgust
052c15ad-3104-469e-8a52-177a10a14754,Some score good sound white home front.,2024-03-09 04:09:33,en,Twitter for Android,285,17,589,40,7809f097-5284-4cc1-bd03-9a0bf6810c2e,"['stock', 'enjoy', 'ball', 'difference', 'within']","['http://www.bird.org/', 'https://murphy-williams.info/', 'http://www.hernandez-carney.com/']",['tammy42'],['https://dummyimage.com/223x709'],,1a0eb3c4-84fb-48dd-bad7-9be0b4f425c7,"['3e0aa99a-1073-4783-82f1-abb7df59b35b', '65d4ff93-0c0c-4f32-92b5-53d551074350']",-0.53,0.88,disgust
5966102c-afc4-4ad6-99fb-58f8bc84030f,List major yet.,2024-11-29 00:23:24,de,Twitter Web App,152,104,866,54,b3c59515-f0c4-4fb2-a6f8-9c0e35412d92,['season'],[],[],"['https://www.lorempixel.com/1005/981', 'https://placeimg.com/120/194/any']","('46.09273', '-88.64235')",,['b222dbbd-929c-4af5-81b5-259e02d0ca76'],-0.35,0.96,fear
1b246e02-df20-428c-8069-72ea96a3c862,Defense method fine half exist blue.,2024-06-14 00:00:00,en,Twitter Web App,115,172,816,94,df1ca68b-09be-4f88-b42a-f2a818347de1,"['push', 'whose']",['https://knight.com/'],[],"['https://dummyimage.com/685x811', 'https://placekitten.com/147/486']","('45.49428', '-122.86705')",,['c5dc9e12-bdbd-420c-a8f5-9fdcfe6e61e9'],-0.26,0.76,joy
213b1cfb-67a0-49b2-8647-1281dc2b9d42,Including along oil civil benefit.,2024-03-11 09:55:52,en,Twitter for Android,482,127,397,14,b46b0968-9cf7-4a64-a699-5047a8f25810,"['use', 'huge', 'usually', 'hour']","['http://www.lara-lewis.com/', 'http://www.gilmore.com/']","['tstevenson', 'victoria66', 'pamela38']","['https://placeimg.com/55/933/any', 'https://placeimg.com/202/899/any']",,,"['18b848b8-b318-42b6-ab73-df8c550ebc9d', '5fb06aff-4b34-4df8-aa4d-96d8890ea71d']",0.65,0.32,disgust
27716407-77cf-42ab-b7c2-f65d0a09a5d6,Treatment read current feeling record year.,2024-07-31 23:04:36,en,Twitter for Android,498,35,363,12,914c1439-fc34-45f7-a9f1-61e05e821a75,"['attorney', 'particularly', 'five', 'beautiful']",['https://www.adams.com/'],[],['https://dummyimage.com/663x725'],,,[],-0.17,0.54,joy
e46ca2c1-43e1-4b35-9771-16d3259e2375,Thing prepare sell station four check.,2024-02-05 08:26:22,en,Twitter Web App,152,162,957,97,3d4abe04-c8b7-413b-a538-746ca593f33c,['low'],['http://hart.org/'],"['johnsondiana', 'grobinson', 'sean29']",['https://placeimg.com/755/105/any'],,8566b94e-effd-4928-a59e-5166d68f0e9e,[],0.28,0.39,fear
8ac13dce-0a23-4e71-ac65-09df099de62d,Movement reason save whether.,2024-07-20 20:22:26,es,Twitter for iPhone,394,77,859,5,f54a82d3-f846-47fa-930b-71e00ae9a736,"['point', 'sense']",['http://pruitt.org/'],['christineharris'],[],,e59072b3-3a90-416e-924e-f7a01662a598,"['7ad43ab9-be44-488f-9b5d-a7cae7d52f29', '971e689c-99d1-42f8-88b6-1794578e4b49']",0.75,0.86,disgust
a05598c8-416f-47ae-9399-6b75dcb920a2,Law often ago forward argue.,2024-12-19 22:04:08,es,Twitter for iPhone,147,61,865,1,ecc0074b-2c85-433c-91ca-1b0b5152093b,"['food', 'ago', 'player', 'heart', 'name']",['https://www.baker.com/'],"['fwebb', 'rollinsbrenda', 'susan89']","['https://placekitten.com/711/1000', 'https://placeimg.com/389/643/any']",,2e7127c1-5de6-4286-8fd1-c4709fe50e0a,['6bffbaea-7227-419f-a827-2cdc527c181b'],-0.71,0.49,joy
92e1ce09-c9ae-490f-8acd-af0e3ff5ec68,Card stay son follow head success.,2024-01-23 07:10:38,de,Twitter for iPhone,360,64,177,17,e3e33674-76ea-42cb-94f6-6b660d5c22e1,"['take', 'service', 'involve']",[],"['rbowen', 'thomas54']",[],,,[],-0.35,0.46,joy
2a84fdf8-6780-4138-90d3-39c1b66d61f3,If enjoy college save finally medical.,2024-03-07 23:34:31,de,Twitter for iPhone,106,168,180,84,fddcc0a7-7706-4b11-8c97-c55ce775ddbc,"['whom', 'power']","['http://scott-miles.info/', 'http://www.perez.net/', 'http://woods.biz/']",[],['https://placekitten.com/189/393'],"('41.16704', '-73.20483')",df4a17db-38c3-4e16-885b-0eec0a12565b,[],0.58,0.83,disgust
bf1cf082-0461-49f3-a608-126e82f09f69,Believe national heart read pass travel focus.,2024-12-09 20:04:40,de,Twitter Web App,353,39,242,82,310c85a6-4c06-4cc4-be15-b3ab86a63975,['piece'],"['http://www.mclean-harris.com/', 'http://www.shah.org/']","['courtney93', 'lauren02']","['https://dummyimage.com/735x934', 'https://dummyimage.com/715x567']",,,['fbe32e96-d16c-42af-989e-26f3950ae3e2'],-0.33,0.45,joy
ee8fe576-7bad-4c88-a036-1c5f05535966,Position term organization this career.,2024-03-02 07:39:22,es,Twitter for iPhone,360,183,606,21,ab870668-e1c8-4978-beac-509e7ab3541f,"['world', 'test', 'near', 'old', 'painting']","['http://www.thompson.com/', 'https://krause.biz/']","['kelly75', 'elizabethingram', 'ygonzalez']","['https://placekitten.com/819/564', 'https://dummyimage.com/538x771']",,43679729-3450-496f-a4d4-ab4b32b033ec,[],-0.18,0.92,disgust
281ed387-3c36-4388-8b46-10ce05119da6,Establish school thus general soldier today rise.,2024-12-11 03:10:09,de,Twitter for iPhone,250,108,325,42,d0f1b298-cbb9-4b88-80f8-88b1e20f64be,"['somebody', 'debate', 'lose', 'debate', 'natural']","['https://www.martinez-perez.info/', 'https://nelson-gomez.com/', 'https://www.khan.org/']",['aowens'],[],,ce0a8d83-5b24-40fa-a664-cda6ee79edc7,"['6928b6f6-85ed-46fb-ba6c-65ff8ef149d0', 'f8f5b53a-8cad-48e7-adf8-0f6cf0a5c15c']",0.3,0.18,sadness
846a1e05-77e7-4877-8861-9cfc5d4c0cae,Give instead happy form material heavy now.,2024-02-20 20:38:21,en,Twitter for Android,162,96,825,45,606290c0-3b64-4b59-a6bc-4dc5e06ffc70,"['difference', 'camera', 'bank', 'daughter', 'vote']","['https://www.phillips.com/', 'https://day.com/']","['angela42', 'karengreen', 'lori78']","['https://placekitten.com/741/202', 'https://placeimg.com/246/111/any']","('42.4251', '-71.06616')",6cae4669-a87e-4aed-a516-b1e0a909a66c,['1531e0ba-1fd2-41e1-be47-6ada394d3afe'],-0.06,0.29,anger
f52dc082-3623-4632-aaf2-609df5342a39,Car radio fine amount.,2024-12-12 01:55:31,es,Twitter for iPhone,245,18,755,56,8661c026-83e4-46cc-87a8-645ecec0c1f5,"['top', 'save']",['https://www.howard.biz/'],"['baldwincindy', 'zblake']",['https://dummyimage.com/531x373'],,,"['1394c2c1-c530-4c0b-913a-07a5820bad21', '4d76ac92-55b3-4630-a7b8-178b7bc80d83']",0.95,0.53,anger
51918e0a-f7dd-480a-8c74-32ab2e705629,Production the life front.,2024-04-03 16:35:16,de,Twitter for Android,178,114,714,79,8fcd2f4c-ba53-44f1-8d09-aaa2ffdb9a37,"['form', 'story', 'seat', 'seek', 'market']",[],"['larry63', 'hallbryce', 'bradley88']",[],,,['089f6d5f-ed25-4431-b94d-275520cff9ac'],0.24,0.33,anger
9ed86ec7-e0f5-4106-899b-cf93b1e11113,Administration return teacher.,2024-05-13 14:58:21,en,Twitter for Android,286,153,367,34,04d403fb-6284-4f8c-b982-15844cb41209,"['never', 'despite']",['http://www.davis-gonzalez.net/'],"['philip10', 'matthew57']",[],"('34.14251', '-118.25508')",1d4918c4-cb43-4498-9e86-4dacfe17686e,"['3c016af0-8cc7-4c98-8248-065d45357593', '36873935-2ac8-4275-89e3-4d80130ef54e']",-0.68,0.46,disgust
614bc626-94a9-45bc-bb12-d4686c041c85,Someone couple receive or remain.,2024-07-11 11:44:50,de,Twitter Web App,478,122,935,93,a36925d5-ab17-46ad-818e-332cf275ed46,['million'],['https://valdez.com/'],[],[],"('33.72255', '-116.37697')",,[],-0.91,0.17,anger
7f4e38f9-44c6-4f60-b824-151a742172b8,Wait hear young north.,2024-03-20 10:09:02,fr,Twitter Web App,478,149,605,11,e7001a16-ac3f-4d5e-b4c9-fc2775d1f554,"['society', 'dog', 'debate']",[],"['stephen67', 'kemptina']",[],"('39.43534', '-84.20299')",,"['705753de-aec4-4439-9b0d-0f4414a9ad12', 'abd05cd5-70ea-4f8f-be85-f1a24a04287d']",0.86,0.91,anger
8b3dd428-e644-431e-b400-a7bc94fb8806,Partner economic nor name.,2024-11-24 23:54:16,de,Twitter Web App,407,102,28,47,5abce3be-01a6-4800-af60-6b578dd02d7a,"['quite', 'section']","['http://www.williams.net/', 'http://rios.com/']","['thompsonkatie', 'garyanderson']","['https://dummyimage.com/964x367', 'https://placeimg.com/81/503/any']",,,"['c6f95ee5-c7a0-46a1-b3b8-2cfac52a9a67', '60e9a2d9-d45f-4439-aa2f-5328e6c2ceec']",0.82,0.38,joy
db3a4263-d2ed-43eb-afa1-05b6dcda497e,Field interest consider myself.,2024-12-09 17:03:17,fr,Twitter Web App,369,136,720,43,79d2a1b0-f7b3-4a04-979a-ffd93ce36d49,['their'],[],"['arnoldelizabeth', 'barryshane']",['https://dummyimage.com/355x234'],"('40.65995', '-111.99633')",,[],-0.95,0.65,sadness
4bb3d808-d903-41cd-aedb-ee319169e9f1,Return cost gas rate.,2024-07-17 09:24:04,de,Twitter for Android,140,129,717,23,1d8c9695-70c8-40f0-8332-91454003eaf3,"['agency', 'drive']","['https://hood.com/', 'http://www.hall.com/', 'https://burke.com/']","['jrodriguez', 'adamsmelissa']",[],,,"['9a2cead8-15f2-4378-a9dc-557d0f43d2b9', '0cd648ee-7871-43e1-aed3-37d2298f80f5']",0.22,0.97,joy
2e3c05e1-e37a-412b-835c-dc06b0e8dc1d,Pull order social early cup receive party.,2024-02-12 23:12:05,de,Twitter Web App,147,177,360,14,a670c07a-3801-421a-8537-f19a4092cc7a,['house'],"['http://www.ross.com/', 'https://www.allen.com/', 'https://www.acosta.com/']","['carol45', 'martinmarie', 'williamsmichael']",['https://www.lorempixel.com/42/169'],,19097921-f8a3-4bc3-83a6-6ba76028a2d6,['4a6ff6fb-3adf-43e7-b7f4-95161591efdd'],0.62,0.41,fear
5e15d466-4d1e-4666-aadf-81f64f0ca502,Off place seat however cell its.,2024-09-11 14:52:55,es,Twitter for Android,62,107,970,51,984820c0-a020-42e2-ba90-92fb02aae313,"['land', 'mission', 'north']","['https://hernandez.com/', 'https://www.warner.biz/', 'http://smith.com/']",[],['https://dummyimage.com/574x633'],"('47.92526', '-97.03285')",33bdb5db-a9c7-4f9f-8c29-afbe148b7a1c,"['fe0e70ac-c2d5-4b86-ad18-72d0a2fb3bee', '791557f7-8218-41fd-8dd4-0f58b24fce12']",0.02,0.64,joy
b1272660-d68b-462c-8c30-2af7272bffc7,Area your card church consider.,2024-06-12 07:05:38,es,Twitter Web App,293,139,581,51,b697a40d-5f55-4c93-bfd6-8955f51124e4,"['tell', 'finish', 'participant', 'effect']",[],['jfigueroa'],['https://placeimg.com/707/806/any'],,,['d044a530-1930-4f28-8b1b-bc0412353cbe'],0.56,0.62,joy
30ae781a-c8fd-4563-9143-22fde512324e,Week else measure mission shoulder relate.,2024-03-21 11:41:09,fr,Twitter for iPhone,346,9,577,58,08586fe1-f773-45a6-97bc-d1188f12a938,"['prevent', 'find', 'yourself']","['https://yates.net/', 'http://www.mack-morales.org/', 'https://www.anderson.org/']","['joshua35', 'cummingsdavid', 'marshalllindsey']",[],,,['f15ac64c-b403-4505-ad2b-c10591d179eb'],0.02,0.14,sadness
bbbfac24-c688-4ce3-b102-2e8dc21bd8e0,With lay southern Mrs treatment glass environmental site.,2024-11-06 04:22:08,es,Twitter for iPhone,278,92,145,34,d523107a-f3b4-4844-a689-83aa3b264bfc,"['country', 'carry', 'draw', 'project']",['http://www.watts.com/'],"['crystaljones', 'browngerald', 'haynesvickie']",[],,,['4b4b3baf-b047-4c2a-9ed2-9ef9549f6f94'],0.16,0.62,disgust
6292c2be-aafb-47f9-b1ae-04f50d348914,Whose able food join.,2024-12-22 18:34:00,en,Twitter for Android,194,179,576,49,1163d5d1-e7fc-429f-85cd-ceaba72a6c48,"['beyond', 'allow', 'professional', 'carry']",['https://moore.info/'],"['jamessilva', 'ssmith', 'deborah45']","['https://placeimg.com/306/828/any', 'https://dummyimage.com/981x113']",,,"['73736955-cf6d-4a52-9ec2-ad78378c38c0', '2508bd12-00c9-4cbf-b6e1-c5999c18633e']",-0.31,1.0,sadness
373731eb-46b2-424a-b6c6-258795bc1545,Drop message reveal war may.,2024-01-09 21:02:40,en,Twitter for iPhone,458,137,971,88,caf2412b-f7dd-4b65-959d-22f87fe426ef,"['side', 'father', 'put', 'development', 'organization']","['https://www.lopez-proctor.biz/', 'http://vasquez-mendoza.net/', 'http://www.moran.com/']","['usnyder', 'ryan65']",[],,,['bdc19a58-85d6-48d0-b3ed-cd8fb936ecaa'],-0.57,0.6,sadness
71515297-ea2b-4124-90e8-6d43291b54ff,Mother third responsibility past.,2024-05-24 00:22:44,fr,Twitter for iPhone,202,152,192,61,cb075e42-948f-4466-a802-25ce79205dbf,"['fill', 'national']","['https://www.campbell.com/', 'http://reyes-snyder.com/', 'http://www.mata-yu.biz/']",['janetperry'],[],,,[],0.66,0.73,sadness
d16f1d60-1a50-4f1d-8f40-d0af1fb2c8ce,One particularly outside gas ten rule.,2024-03-24 07:48:05,en,Twitter for Android,419,163,856,53,807611db-dfd5-4b5d-8fcf-475304002bba,"['pull', 'after', 'news', 'score', 'here']","['https://www.hayes.net/', 'https://dunn-myers.net/', 'https://www.kim-newman.net/']","['ureynolds', 'vharris', 'ljenkins']",['https://placeimg.com/775/391/any'],,,[],-0.93,0.95,sadness
0b9172e8-bb63-453d-940a-ecc9faac0354,Now future community discussion eat finally pay.,2024-11-12 19:15:42,en,Twitter for iPhone,176,21,829,83,b70fe733-a82c-44ee-b029-55a32d96176a,['poor'],"['https://howell.com/', 'https://www.aguirre.com/', 'http://www.knight.com/']","['todd13', 'brownjeffrey', 'crystalrogers']",['https://placekitten.com/348/280'],"('47.80527', '-122.24064')",,['29af48d5-7bd3-42cc-a25f-6c2799fadab5'],0.45,0.33,anger
2457fdd8-ce4f-4bf7-af09-a34fd091c2ff,Involve term until war five all.,2024-06-05 15:11:47,de,Twitter for iPhone,488,27,902,21,4ffaad3f-5063-44a0-b249-a405ced44c51,['generation'],[],['alang'],['https://placekitten.com/586/978'],,,['b0f72f75-8aed-4386-853a-fafcde341b97'],-0.24,0.25,fear
1bba160a-e524-400b-ab5a-554449a722a6,Water baby increase throughout control.,2024-09-10 03:19:52,es,Twitter for iPhone,395,196,993,14,167dbf50-caf4-4083-8c77-99994bfda7be,['increase'],[],[],"['https://dummyimage.com/864x790', 'https://www.lorempixel.com/452/382']","('38.70734', '-77.02303')",,"['031dab47-5819-49b3-8919-f2ec7830fdf9', '3bdf5c2a-2ca1-4a6d-ac42-b804a0b36a4a']",1.0,0.57,anger
abdad947-3024-4a59-805c-14f342a95256,Fight attack despite whether black.,2024-07-10 08:01:42,en,Twitter Web App,411,63,504,16,27c47c2a-b0e1-445d-a697-4325d1f730e4,"['open', 'thousand', 'wait', 'hold', 'center']",['http://www.johnson-kim.com/'],['lallen'],[],"('32.35126', '-95.30106')",,[],-0.84,0.47,joy
dd14c482-aaa9-47b1-8deb-8e4f44a39b05,World bring life Mrs away recognize.,2024-01-20 07:43:50,en,Twitter for Android,74,168,555,89,15026e77-4662-4546-8542-a90dfd2ca038,"['somebody', 'compare', 'hair']","['https://fisher-miller.net/', 'https://morgan.info/']",['kenneth41'],[],,,['40951a05-b8ee-4919-a82a-229b984abc88'],-0.85,0.09,fear
a16c3b94-87a1-43e5-b649-fde88be0ac06,Seem offer government.,2024-08-26 07:38:13,es,Twitter Web App,148,170,316,92,a7b0fc70-2ece-4e61-ac57-d228baf6d2f5,"['from', 'senior', 'even', 'seat', 'dream']",['http://sanchez.com/'],"['padillaandrea', 'arroyoglenda']","['https://placeimg.com/227/7/any', 'https://dummyimage.com/769x227']",,,"['f993f6f1-ed64-41d6-8d6f-1d972e548638', '996b25d5-ac03-4035-b455-77e5fc3f77f1']",0.87,0.37,fear
bda8dab7-e2c4-4dba-925b-362b25bb0b6e,Both spring trial American follow they crime.,2024-09-24 06:37:10,en,Twitter for iPhone,21,90,179,7,d5b9f436-965b-4abe-a179-bd8531e188c4,"['see', 'nice', 'soon', 'white', 'cover']",[],"['michelle49', 'karenhayes', 'jeffrey50']",[],,,[],-0.55,0.74,anger
a3efa481-5e61-4e3b-8b2e-675ab1fcf788,From child ready provide.,2024-07-24 13:05:42,en,Twitter for iPhone,147,42,502,20,c436f3fa-a535-486f-8475-5004b03e4612,"['never', 'know', 'now']",['http://proctor-james.com/'],"['shannondiaz', 'shawnburns']",[],,,"['1ecdf808-02eb-43a5-83d0-7c92fbc69ee9', 'bd1099ba-a0a7-4fa2-bef9-0ec1d3df6b62']",0.01,0.88,sadness
d7ab86f5-5a05-45f2-9a89-118b7db5a138,From situation surface reach involve weight pretty.,2024-05-09 23:11:18,es,Twitter Web App,489,165,38,13,56ecc1fd-a92e-4229-8595-b7c2a588e10e,"['listen', 'seat', 'up']",['https://rodriguez.com/'],[],['https://www.lorempixel.com/993/490'],"('38.06084', '-97.92977')",,"['dc785dcb-0fe2-41be-85bf-e3dc526d294a', 'd89f3e8a-e96a-49ad-9993-f514f0a08e62']",0.15,0.65,fear
1868a584-a2a5-404a-8ecc-34d3a4b64577,Management trip practice least interest.,2024-09-30 18:27:17,de,Twitter for iPhone,365,156,92,53,4d1e4c32-a69d-4ff8-898b-35da328ba121,"['foreign', 'structure', 'woman']",[],"['kimcasey', 'emadden', 'hannahmartinez']",['https://dummyimage.com/652x621'],,,"['3753d78a-1519-4278-9fcc-8b353bc3a734', 'e07652b7-20ce-4dec-a742-3c6479a031ed']",0.1,0.55,sadness
2c91081f-06c5-4a2d-8741-849a25ca3a93,Against hold analysis accept lead.,2024-12-06 13:54:03,en,Twitter for Android,40,11,57,75,1882f2b6-869d-4fc8-a313-39f62d43698f,"['behavior', 'part']","['http://www.larson.com/', 'http://moore-gross.com/']",[],[],,,[],-0.16,0.86,joy
69dfa4c9-6aec-46e1-a081-89643c51a56d,Activity meet best it teacher should.,2024-11-29 13:03:23,es,Twitter for Android,177,144,238,61,90e80374-fce2-4cb8-974f-2563dfe85304,"['sport', 'need', 'foot', 'least', 'report']",[],[],"['https://placekitten.com/485/181', 'https://placekitten.com/531/357']",,,"['69488f78-15b8-4e52-89c9-faedd17e2d88', '6d4c4ebb-6059-4887-a393-1fd12cfc8c1c']",0.47,0.85,anger
45a4f44d-1d46-4260-bf31-928ef7c7c135,Central exactly in order.,2024-10-19 23:55:34,en,Twitter for Android,473,165,616,72,8e4977ea-b5cf-4f7b-bc73-35e15e454dbc,"['all', 'player']",['http://johnson-palmer.org/'],"['oliverzachary', 'melendezjustin', 'john99']",[],"('27.09978', '-82.45426')",,[],0.7,0.16,fear
4f97e44c-fd1e-4633-a98a-01cfd8c68325,Why citizen mission pass institution admit.,2024-07-06 00:04:39,en,Twitter for iPhone,226,173,224,86,f53b8fbe-8b12-4168-a192-469b3fad8770,"['will', 'eye', 'human', 'interesting']",[],"['heathernelson', 'sheltonsara']",[],"('41.75338', '-86.11084')",,[],0.06,0.37,sadness
dd7366f5-e584-4244-b7b5-e01af64a6cf9,Happy how board sit meet.,2024-04-24 08:04:29,de,Twitter for Android,335,165,20,56,dc636f47-cd7e-4ce1-a4da-46c812cf1db1,"['hit', 'believe', 'future', 'wall']","['http://garza.net/', 'http://www.hernandez-barrett.info/']","['garyrobinson', 'jacksoncharles', 'ujackson']","['https://placeimg.com/421/694/any', 'https://dummyimage.com/867x168']",,71efae27-d5cc-4def-b02c-9dc0fa23c2b1,['47acb02d-290f-4334-b6b1-0dbf84542aba'],-0.9,0.87,anger
a34047dd-5c86-4df3-875b-15c3dcd417da,Edge prepare fall through foreign attention.,2024-02-24 19:19:19,fr,Twitter for Android,131,102,539,23,2dfb4b09-07a5-49ff-8d5f-7f98b15116cb,"['wife', 'more', 'southern', 'popular', 'food']","['https://foley.com/', 'https://robinson.com/']",['jbecker'],[],"('43.91452', '-69.96533')",,[],-0.06,0.18,anger
093d59a3-9db3-4018-aa91-a15b284073cb,Price nature plant local hour tax.,2024-07-11 22:08:27,fr,Twitter for iPhone,382,192,489,78,de12eff8-d72e-426a-a2c5-0cfcd39cdd7c,['fish'],[],"['richard30', 'jamesmarshall', 'tayloremily']",['https://www.lorempixel.com/333/810'],,,[],0.05,0.94,fear
58fde795-f701-42a3-9fb1-694dc443aa26,Speech loss prepare spend.,2024-12-30 08:09:14,es,Twitter Web App,245,84,0,48,dd1929d2-1953-4429-9be5-0726e77d8a04,"['along', 'appear', 'along']",[],['kfleming'],['https://dummyimage.com/893x288'],,f1413fd8-aedf-4f13-b1a8-17c45e92806c,[],-0.12,0.92,joy
d1c21794-edb4-4dce-9c7a-44a020bcdaa8,Themselves heart baby apply bill far.,2024-07-22 03:44:11,fr,Twitter Web App,109,110,339,99,242ec8de-6d54-4123-aa54-5f5153aa1c09,"['trouble', 'art']",[],['jeremiah45'],['https://www.lorempixel.com/474/94'],,,"['660f2581-317d-4e28-8b0c-9abc6c159bc4', '9916d192-0cad-4c64-a1a8-37bd14851647']",-0.46,0.32,fear
c6b50913-6a3b-4899-858c-1f9c23dda121,Create about executive strong reality stand.,2024-09-14 21:38:13,es,Twitter for iPhone,103,27,939,45,306300c7-7b58-4d57-9422-0d7ddc2f068f,"['simply', 'spend', 'daughter', 'sea']","['http://www.king-singh.biz/', 'https://mitchell.biz/', 'http://www.mendez.com/']",['zoeberry'],['https://placeimg.com/563/859/any'],,,[],0.67,0.29,sadness
cfcc2ea3-351d-4a11-8f60-2182812cd0bf,Company ground summer road.,2024-12-28 14:44:50,fr,Twitter for Android,423,2,628,78,f3337039-2661-4a3c-8bf6-ba44c9705025,"['him', 'away', 'purpose', 'data', 'soon']",['https://www.nunez-fox.com/'],"['marywilson', 'watersroger', 'gregorypayne']",[],"('32.5007', '-94.74049')",e717362e-d036-4102-9c9d-3cc1db1424df,['983cb1e6-2a31-4b9c-a51c-58d9f2524932'],-0.41,0.89,joy
e6b1b249-e578-4672-b509-bfc0ceb20b43,Too once miss focus life himself.,2024-08-12 23:58:41,de,Twitter Web App,275,25,206,3,65c96389-2aba-484e-866b-0c8d68048dbf,['more'],['http://dodson.com/'],"['davidkristi', 'wallsann']","['https://placeimg.com/40/926/any', 'https://dummyimage.com/545x593']","('47.92526', '-97.03285')",,['ba7629dd-9021-45d9-9791-72fcced08f6a'],-0.51,0.21,disgust
9471525d-8ffd-4b13-b459-f2639a611c7e,Half job determine special reduce.,2024-12-13 11:56:33,es,Twitter Web App,138,66,825,87,af61297c-2926-4731-a6c5-2c1424efca7a,"['me', 'sister', 'bit', 'citizen', 'eat']","['https://www.camacho.com/', 'http://maldonado.biz/']","['jenkinsrobert', 'ephillips', 'yzavala']",['https://www.lorempixel.com/61/497'],,,[],-0.51,0.46,fear
